ID,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
2812,Wed Dec 11 18:58:49 EST 2024,Wed Dec 11 18:58:50 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,663,225,91

2813,Wed Dec 11 18:58:50 EST 2024,Wed Dec 11 18:58:50 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,615,225,91

2814,Wed Dec 11 18:58:50 EST 2024,Wed Dec 11 18:58:51 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,607,225,91

2815,Wed Dec 11 18:58:51 EST 2024,Wed Dec 11 18:58:52 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,645,225,91

2816,Wed Dec 11 18:58:52 EST 2024,Wed Dec 11 18:58:52 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,627,225,91

2817,Wed Dec 11 18:58:52 EST 2024,Wed Dec 11 18:58:53 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,623,225,91

2818,Wed Dec 11 18:58:53 EST 2024,Wed Dec 11 18:58:53 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,622,225,91

2819,Wed Dec 11 18:58:53 EST 2024,Wed Dec 11 18:58:54 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,572,225,91

2820,Wed Dec 11 18:58:54 EST 2024,Wed Dec 11 18:58:55 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,675,225,91

2821,Wed Dec 11 18:58:55 EST 2024,Wed Dec 11 18:58:55 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,658,225,91

2822,Wed Dec 11 18:58:55 EST 2024,Wed Dec 11 18:58:56 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,651,225,91

2823,Wed Dec 11 18:58:56 EST 2024,Wed Dec 11 18:58:57 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,652,225,91

2824,Wed Dec 11 18:58:57 EST 2024,Wed Dec 11 18:58:57 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,627,225,91

2825,Wed Dec 11 18:58:57 EST 2024,Wed Dec 11 18:58:58 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,623,225,91

2826,Wed Dec 11 18:58:58 EST 2024,Wed Dec 11 18:58:59 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,703,225,91

2827,Wed Dec 11 18:58:59 EST 2024,Wed Dec 11 18:58:59 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,663,225,91

2828,Wed Dec 11 18:58:59 EST 2024,Wed Dec 11 18:59:00 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,664,745,31

2829,Wed Dec 11 18:59:00 EST 2024,Wed Dec 11 18:59:01 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,635,745,31

2830,Wed Dec 11 18:59:01 EST 2024,Wed Dec 11 18:59:01 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,635,745,31

2831,Wed Dec 11 18:59:01 EST 2024,Wed Dec 11 18:59:02 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,952,745,31

2832,Wed Dec 11 18:59:02 EST 2024,Wed Dec 11 18:59:03 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,723,745,31

2833,Wed Dec 11 18:59:03 EST 2024,Wed Dec 11 18:59:04 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,698,745,31

2834,Wed Dec 11 18:59:04 EST 2024,Wed Dec 11 18:59:04 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,619,745,31

2835,Wed Dec 11 18:59:04 EST 2024,Wed Dec 11 18:59:05 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,695,745,31

2836,Wed Dec 11 18:59:05 EST 2024,Wed Dec 11 18:59:05 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,14,215,57

2837,Wed Dec 11 18:59:05 EST 2024,Wed Dec 11 18:59:05 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,15,215,57

2838,Wed Dec 11 18:59:05 EST 2024,Wed Dec 11 18:59:05 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,10,215,57

2839,Wed Dec 11 18:59:05 EST 2024,Wed Dec 11 18:59:05 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,16,215,57

2840,Wed Dec 11 18:59:05 EST 2024,Wed Dec 11 18:59:05 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,15,215,57

2841,Wed Dec 11 18:59:05 EST 2024,Wed Dec 11 18:59:05 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,8,215,57

2842,Wed Dec 11 18:59:05 EST 2024,Wed Dec 11 18:59:05 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,4,215,57

2843,Wed Dec 11 18:59:05 EST 2024,Wed Dec 11 18:59:05 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,9,215,57

2844,Wed Dec 11 18:59:05 EST 2024,Wed Dec 11 18:59:06 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,814,688,0

2845,Wed Dec 11 18:59:06 EST 2024,Wed Dec 11 18:59:07 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,811,688,0

2846,Wed Dec 11 18:59:07 EST 2024,Wed Dec 11 18:59:07 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,693,688,0

2847,Wed Dec 11 18:59:07 EST 2024,Wed Dec 11 18:59:08 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,652,688,0

2848,Wed Dec 11 18:59:08 EST 2024,Wed Dec 11 18:59:09 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,666,688,0

2849,Wed Dec 11 18:59:09 EST 2024,Wed Dec 11 18:59:09 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,645,688,0

2850,Wed Dec 11 18:59:09 EST 2024,Wed Dec 11 18:59:10 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,653,688,0

2851,Wed Dec 11 18:59:10 EST 2024,Wed Dec 11 18:59:11 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,687,688,0

2852,Wed Dec 11 18:59:11 EST 2024,Wed Dec 11 18:59:11 EST 2024,GET,http://localhost:3000/api/auth,404,Not Found,28,260,3357

2853,Wed Dec 11 18:59:11 EST 2024,Wed Dec 11 18:59:11 EST 2024,GET,http://localhost:3000/api/auth/callback,400,Bad Request,20,154,64

2854,Wed Dec 11 18:59:11 EST 2024,Wed Dec 11 18:59:11 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,714,225,91

2855,Wed Dec 11 18:59:11 EST 2024,Wed Dec 11 18:59:12 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,552,225,91

2856,Wed Dec 11 18:59:12 EST 2024,Wed Dec 11 18:59:13 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,665,225,91

2857,Wed Dec 11 18:59:13 EST 2024,Wed Dec 11 18:59:13 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,625,225,91

2858,Wed Dec 11 18:59:13 EST 2024,Wed Dec 11 18:59:14 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,574,225,91

2859,Wed Dec 11 18:59:14 EST 2024,Wed Dec 11 18:59:14 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,682,225,91

2860,Wed Dec 11 18:59:14 EST 2024,Wed Dec 11 18:59:15 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,569,225,91

2861,Wed Dec 11 18:59:15 EST 2024,Wed Dec 11 18:59:16 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,574,225,91

2862,Wed Dec 11 18:59:16 EST 2024,Wed Dec 11 18:59:16 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,550,225,91

2863,Wed Dec 11 18:59:16 EST 2024,Wed Dec 11 18:59:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,612,225,91

2864,Wed Dec 11 18:59:17 EST 2024,Wed Dec 11 18:59:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,596,225,91

2865,Wed Dec 11 18:59:17 EST 2024,Wed Dec 11 18:59:18 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,569,225,91

2866,Wed Dec 11 18:59:18 EST 2024,Wed Dec 11 18:59:19 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,661,225,91

2867,Wed Dec 11 18:59:19 EST 2024,Wed Dec 11 18:59:19 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,612,225,91

2868,Wed Dec 11 18:59:19 EST 2024,Wed Dec 11 18:59:20 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,600,225,91

2869,Wed Dec 11 18:59:20 EST 2024,Wed Dec 11 18:59:20 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,582,225,91

2870,Wed Dec 11 18:59:20 EST 2024,Wed Dec 11 18:59:21 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,577,225,91

2871,Wed Dec 11 18:59:21 EST 2024,Wed Dec 11 18:59:22 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,626,225,91

2872,Wed Dec 11 18:59:22 EST 2024,Wed Dec 11 18:59:22 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,600,225,91

2873,Wed Dec 11 18:59:22 EST 2024,Wed Dec 11 18:59:23 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,569,225,91

2874,Wed Dec 11 18:59:23 EST 2024,Wed Dec 11 18:59:23 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,605,225,91

2875,Wed Dec 11 18:59:23 EST 2024,Wed Dec 11 18:59:24 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,574,225,91

2876,Wed Dec 11 18:59:24 EST 2024,Wed Dec 11 18:59:25 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,585,225,91

2877,Wed Dec 11 18:59:25 EST 2024,Wed Dec 11 18:59:25 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,550,225,91

2878,Wed Dec 11 18:59:25 EST 2024,Wed Dec 11 18:59:26 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,587,225,91

2879,Wed Dec 11 18:59:26 EST 2024,Wed Dec 11 18:59:26 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,591,225,91

2880,Wed Dec 11 18:59:26 EST 2024,Wed Dec 11 18:59:27 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,565,225,91

2881,Wed Dec 11 18:59:27 EST 2024,Wed Dec 11 18:59:27 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,605,225,91

2882,Wed Dec 11 18:59:27 EST 2024,Wed Dec 11 18:59:28 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,546,225,91

2883,Wed Dec 11 18:59:28 EST 2024,Wed Dec 11 18:59:29 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,571,225,91

2884,Wed Dec 11 18:59:29 EST 2024,Wed Dec 11 18:59:29 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,579,225,91

2885,Wed Dec 11 18:59:29 EST 2024,Wed Dec 11 18:59:30 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,559,225,91

2886,Wed Dec 11 18:59:30 EST 2024,Wed Dec 11 18:59:30 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,641,225,91

2887,Wed Dec 11 18:59:30 EST 2024,Wed Dec 11 18:59:31 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,627,225,91

2888,Wed Dec 11 18:59:31 EST 2024,Wed Dec 11 18:59:32 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,627,225,91

2889,Wed Dec 11 18:59:32 EST 2024,Wed Dec 11 18:59:32 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,640,225,91

2890,Wed Dec 11 18:59:32 EST 2024,Wed Dec 11 18:59:33 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,710,225,91

2891,Wed Dec 11 18:59:33 EST 2024,Wed Dec 11 18:59:34 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,646,225,91

2892,Wed Dec 11 18:59:34 EST 2024,Wed Dec 11 18:59:34 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,608,225,91

2893,Wed Dec 11 18:59:34 EST 2024,Wed Dec 11 18:59:35 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,562,225,91

2894,Wed Dec 11 18:59:35 EST 2024,Wed Dec 11 18:59:35 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,630,225,91

2895,Wed Dec 11 18:59:35 EST 2024,Wed Dec 11 18:59:36 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,594,225,91

2896,Wed Dec 11 18:59:36 EST 2024,Wed Dec 11 18:59:37 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,586,225,91

2897,Wed Dec 11 18:59:37 EST 2024,Wed Dec 11 18:59:37 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,619,225,91

2898,Wed Dec 11 18:59:37 EST 2024,Wed Dec 11 18:59:38 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,625,225,91

2899,Wed Dec 11 18:59:38 EST 2024,Wed Dec 11 18:59:38 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,643,225,91

2900,Wed Dec 11 18:59:38 EST 2024,Wed Dec 11 18:59:39 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,636,225,91

2901,Wed Dec 11 18:59:39 EST 2024,Wed Dec 11 18:59:40 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,595,225,91

2902,Wed Dec 11 18:59:40 EST 2024,Wed Dec 11 18:59:40 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,617,225,91

2903,Wed Dec 11 18:59:40 EST 2024,Wed Dec 11 18:59:41 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,530,225,91

2904,Wed Dec 11 18:59:41 EST 2024,Wed Dec 11 18:59:41 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,626,225,91

2905,Wed Dec 11 18:59:41 EST 2024,Wed Dec 11 18:59:42 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,632,225,91

2906,Wed Dec 11 18:59:42 EST 2024,Wed Dec 11 18:59:43 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,594,225,91

2907,Wed Dec 11 18:59:43 EST 2024,Wed Dec 11 18:59:43 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,623,225,91

2908,Wed Dec 11 18:59:43 EST 2024,Wed Dec 11 18:59:44 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,628,225,91

2909,Wed Dec 11 18:59:44 EST 2024,Wed Dec 11 18:59:45 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,607,225,91

2910,Wed Dec 11 18:59:45 EST 2024,Wed Dec 11 18:59:45 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,573,225,91

2911,Wed Dec 11 18:59:45 EST 2024,Wed Dec 11 18:59:46 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,599,225,91

2912,Wed Dec 11 18:59:46 EST 2024,Wed Dec 11 18:59:46 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,613,225,91

2913,Wed Dec 11 18:59:46 EST 2024,Wed Dec 11 18:59:47 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,567,225,91

2914,Wed Dec 11 18:59:47 EST 2024,Wed Dec 11 18:59:47 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,549,225,91

2915,Wed Dec 11 18:59:47 EST 2024,Wed Dec 11 18:59:48 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,565,225,91

2916,Wed Dec 11 18:59:48 EST 2024,Wed Dec 11 18:59:49 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,570,225,91

2917,Wed Dec 11 18:59:49 EST 2024,Wed Dec 11 18:59:49 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,687,225,91

2918,Wed Dec 11 18:59:49 EST 2024,Wed Dec 11 18:59:50 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,695,225,91

2919,Wed Dec 11 18:59:50 EST 2024,Wed Dec 11 18:59:51 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,722,225,91

2920,Wed Dec 11 18:59:51 EST 2024,Wed Dec 11 18:59:51 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,653,225,91

2921,Wed Dec 11 18:59:51 EST 2024,Wed Dec 11 18:59:52 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,647,225,91

2922,Wed Dec 11 18:59:52 EST 2024,Wed Dec 11 18:59:53 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,563,225,91

2923,Wed Dec 11 18:59:53 EST 2024,Wed Dec 11 18:59:53 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,605,225,91

2924,Wed Dec 11 18:59:53 EST 2024,Wed Dec 11 18:59:54 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,770,745,31

2925,Wed Dec 11 18:59:54 EST 2024,Wed Dec 11 18:59:55 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,634,745,31

2926,Wed Dec 11 18:59:55 EST 2024,Wed Dec 11 18:59:55 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,655,745,31

2927,Wed Dec 11 18:59:55 EST 2024,Wed Dec 11 18:59:56 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,633,745,31

2928,Wed Dec 11 18:59:56 EST 2024,Wed Dec 11 18:59:56 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,603,745,31

2929,Wed Dec 11 18:59:56 EST 2024,Wed Dec 11 18:59:57 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,627,745,31

2930,Wed Dec 11 18:59:57 EST 2024,Wed Dec 11 18:59:58 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,644,745,31

2931,Wed Dec 11 18:59:58 EST 2024,Wed Dec 11 18:59:58 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,625,745,31

2932,Wed Dec 11 18:59:58 EST 2024,Wed Dec 11 18:59:59 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,628,745,31

2933,Wed Dec 11 18:59:59 EST 2024,Wed Dec 11 19:00:00 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,622,745,31

2934,Wed Dec 11 19:00:00 EST 2024,Wed Dec 11 19:00:00 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,650,745,31

2935,Wed Dec 11 19:00:00 EST 2024,Wed Dec 11 19:00:01 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,644,745,31

2936,Wed Dec 11 19:00:01 EST 2024,Wed Dec 11 19:00:02 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,1099,745,31

2937,Wed Dec 11 19:00:02 EST 2024,Wed Dec 11 19:00:03 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,1183,745,31

2938,Wed Dec 11 19:00:03 EST 2024,Wed Dec 11 19:00:04 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,801,745,31

2939,Wed Dec 11 19:00:04 EST 2024,Wed Dec 11 19:00:05 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,654,745,31

2940,Wed Dec 11 19:00:05 EST 2024,Wed Dec 11 19:00:05 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,633,745,31

2941,Wed Dec 11 19:00:05 EST 2024,Wed Dec 11 19:00:06 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,622,745,31

2942,Wed Dec 11 19:00:06 EST 2024,Wed Dec 11 19:00:07 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,703,745,31

2943,Wed Dec 11 19:00:07 EST 2024,Wed Dec 11 19:00:07 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,663,745,31

2944,Wed Dec 11 19:00:07 EST 2024,Wed Dec 11 19:00:08 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,632,745,31

2945,Wed Dec 11 19:00:08 EST 2024,Wed Dec 11 19:00:09 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,643,745,31

2946,Wed Dec 11 19:00:09 EST 2024,Wed Dec 11 19:00:09 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,618,745,31

2947,Wed Dec 11 19:00:09 EST 2024,Wed Dec 11 19:00:10 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,617,745,31

2948,Wed Dec 11 19:00:10 EST 2024,Wed Dec 11 19:00:10 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,666,745,31

2949,Wed Dec 11 19:00:10 EST 2024,Wed Dec 11 19:00:11 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,606,745,31

2950,Wed Dec 11 19:00:11 EST 2024,Wed Dec 11 19:00:12 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,682,745,31

2951,Wed Dec 11 19:00:12 EST 2024,Wed Dec 11 19:00:12 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,637,745,31

2952,Wed Dec 11 19:00:12 EST 2024,Wed Dec 11 19:00:13 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,639,745,31

2953,Wed Dec 11 19:00:13 EST 2024,Wed Dec 11 19:00:14 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,631,745,31

2954,Wed Dec 11 19:00:14 EST 2024,Wed Dec 11 19:00:14 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,828,745,31

2955,Wed Dec 11 19:00:14 EST 2024,Wed Dec 11 19:00:15 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,697,745,31

2956,Wed Dec 11 19:00:15 EST 2024,Wed Dec 11 19:00:16 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,693,745,31

2957,Wed Dec 11 19:00:16 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,615,745,31

2958,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,637,745,31

2959,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,5,215,57

2960,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,7,215,57

2961,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,8,215,57

2962,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,24,215,57

2963,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,9,215,57

